warenId,ware,ware_quelle,kurzbeschreibung,literatur
1919,Gamsfelle,gämbsfehl,"ist besonders fest und weich. In Frankreich wird es mit Öl aufbereitet und zu Schuhen, Strümpfen, Handschuhen, etc. verarbeitet. ","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Gemse</a>&quot;. "
1920,Kämpelmist,kämplmist,"Möglicherweise Abfall des Kammmachers, also Hornspäne, die als bester Dünger für Safranzwiebeln galten.","<p><a href=""http://books.google.at/books?id=UqJEAAAAcAAJ&amp;pg=PA18&amp;lpg=PA18&amp;dq=K%C3%A4mpelmist&amp;source=bl&amp;ots=KpZg9mTWIr&amp;sig=-jOJXdwVAGsS7_TxQvtOZXq3DyA&amp;hl=de&amp;sa=X&amp;ei=E73tU468I8eY0QWaoIGwDw&amp;ved=0CCUQ6AEwAg#v=onepage&amp;q=K%C3%A4mpelmist&amp;f=false"">http://books.google.at/books?id=UqJEAAAAcAAJ&amp;pg=PA18&amp;lpg=PA18&amp;dq=K%C3%A4mpelmist&amp;source=bl&amp;ots=KpZg9mTWIr&amp;sig=-jOJXdwVAGsS7_TxQvtOZXq3DyA&amp;hl=de&amp;sa=X&amp;ei=E73tU468I8eY0QWaoIGwDw&amp;ved=0CCUQ6AEwAg#v=onepage&amp;q=K%C3%A4mpelmist&amp;f=false</a></p><p>&nbsp;<a href=""http://books.google.at/books?id=vFVEAAAAcAAJ&amp;pg=PA37&amp;lpg=PA37&amp;dq=K%C3%A4mpelmist&amp;source=bl&amp;ots=_JtWcZBO1n&amp;sig=U0kl5B6mluxQwlXCB3aivWgUdOI&amp;hl=de&amp;sa=X&amp;ei=E73tU468I8eY0QWaoIGwDw&amp;ved=0CB4Q6AEwAA#v=onepage&amp;q=K%C3%A4mpelmist&amp;f=false"">http://books.google.at/books?id=vFVEAAAAcAAJ&amp;pg=PA37&amp;lpg=PA37&amp;dq=K%C3%A4mpelmist&amp;source=bl&amp;ots=_JtWcZBO1n&amp;sig=U0kl5B6mluxQwlXCB3aivWgUdOI&amp;hl=de&amp;sa=X&amp;ei=E73tU468I8eY0QWaoIGwDw&amp;ved=0CB4Q6AEwAA#v=onepage&amp;q=K%C3%A4mpelmist&amp;f=false</a></p>"
1921,"Schinken, Würste",schunkhen und würst,,
1922,Limonen,lemoni,Zitronen.,
1923,Laffel (lackiert),laquirte läffl,,
1924,"Alabaster, Farbe (rot) ",rothe farb und allewaster,,
1925,Pergamenthäutel,"bergament heitl, bertamendt heitl",,
1926,"Farbware, Krämerei ",crammerei und farbwaar,,
1927,Chaise (neu),neue chaisse,,
4870,"Kalbhäute (roh), Kuhhäute (roh)","rauche küe et kalbmhäut, rauche küe: und kalmbheitl, rauhe küe und kalben heut ",,
4871,Strafonti,strafonti,,
4872,Leinwand (gestreift),"gestraifte leinwath, gestrifte leinwath",,
4873,"Haselnüsse, Zibeben",haßlnuss und ziweben,,
4874,Kamelware ,cammelwaar,,
4875,"Bücher, Kupfer, Mobilien (Bettzeug, Weißzeug), Zinn","mobilien an weiss: und böttzeug, mössing, zihn, kupfer, und buechern",,
1930,Erdenware,erden waar,,
1931,Schälerl,"scheillerl, schöllerln",Kleine Schale.,
9375,Bastseil,pastsail,,
1932,Schafwolle (gemein),gmaine schaffwohl,,
1933,Tuch (rot),rothes tuech,,
1934,Soldatenschuhe,soldatn schuech,,
1935,Oblatenblätter,"oblat blätter, oblad blöder",,
1936,Prisil (blau),blaue prisill,"siehe ""Prisil"".",
1937,Büchsenläufe,pixen:leuff,,
1938,Band (mit Silber),pand mit silber,,
1939,"Bücher, Kleider",klaider und biecher,,
1940,Torrone,torone,,
1941,"Dreischlag (aus Rupfen, gefärbt)",gefärbte rupfen dryschlächt,,
1942,Schnürtuch,"schnuer tuech, schnier tiecher",,"Deutsches W&ouml;rterbuch von Jacob und Wilhelm Grimm, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=DWB&amp;lemid=GS15896"">Schnurtuch</a>&quot;. "
1943,"Schnupftücher (baumwollen), Schnupftücher (seiden)",seüden und paumwohlene schnupf tiechl,,
1944,Datteln,"datln, datlen, dateli, tadtln","Früchte der Dattelpalme, die nicht nur verzehrt werden können, sondern aus deren Kern auch das Dattelöl gepresst wird. Sie kamen von Syrien, Tunis, etc. über Spanien und Italien nach Europa.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Dattel</a>&quot;; wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Echte_Dattelpalme"">Echte Dattelpalme</a>&quot;."
1945,Rindsleder,rindtleeder,,
1946,Eisenware (gemacht),"gemachte eisen waar, allerhand gemachte eisen waarn",,
1947,Messingware (gemacht),gemachte mössing waar,,
1948,Pflaster,pflaster,,
1949,"Blechware, Kardätschen, Sanduhren","cartätschen, sanduhrn und blechwaar",,
1950,Becherl (silbern),silberne böcherl,,
1951,Baluster (eisern),"eiserne paluster
",Einzelsäule einer Balustrade.,https://de.wikipedia.org/wiki/Baluster
1952,"Carobe, Gallus, Rosinen","rossin, gallus und carobe",,
1953,Ehsalbe (alt),"alte ehee, alte ehe, alte ee, alte ehsalmb, alte eee","Eibischsalbe (Unguentum Altheae), Österr.: (alte) Ehsalbe.","O. Hovorka, A. Kronfeld (Hg.), Vergleichende Volksmedizin [...], Bd. 2 (Stuttgart 1909) 607; Kr&uuml;ntiz, &quot;Salbe (Eibisch-)&quot;. "
1954,"Seife, Weihrauch",weyrauch und saiffen,,
1955,"Mandeln, Weberrohr, Weinbeeren","weinpörl, mandl und wöber rehr",,
1956,Packpapier,pakh pappier,"Grobes, starkes Papier, in das zu verschickende Gegenstände verpackt werden.","Krünitz, ""Packpapier""."
1957,Fuchs/Füchse,"fux, fix",,
1958,Ware (gedruckt),gedrukhte waar,,
1959,Birnenschnitze,piern schniz,,
1960,"Sessel, Teppich (seiden)",sessl und tepich v. seüden gemacht,,
1961,Poding,"poding, potting",Bottich,
1962,Zinn (böhmisch),böhamb. zihn,,
1964,Gewürz,gwierzt,,
1965,Ware (ganz schlecht),ganz schlechte waarn,,
1966,Proviantfässer,proviant vass,,
1967,Zwirnstrümpfe,zwierene strimpf,,
1968,Wein (zur Probe),wein zur prob,,
1969,Glasmuster,glasmuster,,
1970,Schreibpapier (holländisch),hollent. schreib pappier,,
1971,Garnituren (in Feuer vergoldet),garneturn in feur vergold,,
1972,Silberfadenknöpfe,"silberfaden knöpf, faden silber:knöpf","Knöpfe aus Silberfäden, siehe ""Goldknöpfe"". ",
1973,"Erde (gelb), Erde (rot)",roth und gelbe erden,,
1974,"Indigo, Schmalte",indig und schmolden,,
1975,Corilum,corilum,"1. möglicherweise Corilum=Haselnuss, heute unter dem wissenschaftlichen Namen Corylus für Hasel (siehe Haselnüsse).
2. möglicherweise von Corium=Leder (siehe Leder).",https://books.google.at/books?id=WZMYCgAAQBAJ&pg=PA353&dq=corilum&hl=de&sa=X&ved=2ahUKEwj9oLrInOX7AhXWiv0HHXlgCnM4ChDoAXoECAkQAg#v=onepage&q=corilum&f=false
1976,Teller,"däller, döller, deiller",,
1977,"Bücher, Küchenspeise",biecher und kuchl speiß,,
1978,Kirchenware,"kürchen waar, kürchen wahr",,
1979,Baumwollstrümpfe,"strimpf v. pwohl, paumwohl an strimpfen",,
1980,Pressspäne,bröss spänn,"Siehe ""Papierpressspäne"".",
1981,Maultiere,maulthier,Kreuzung zwischen einem männlichen Esel und einer Pferdestute.,
1983,"Essensware, Früchte","fricht und essende waar, fricht und andere essentn wahrn",,
1984,Wagen (neu),neuen wagen,,
1985,Hängeleuchter (gläsern),"glösern hengleichter, glöserne henckh leichter, glösserne hönkh leichter",,
1986,Baumwolle (roh),roche pwohl,,
1988,Flotevers,"flotevers [?], flotevert [?]",,
1989,Safran (französisch),"franzöß. saffran, franceschischen saffran",,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Safran</a>&quot;. "
1990,Calmuswurzen,calmuswurzen,,
1991,Tuchmacherbürsten,tuechmacher pürsten,,
1992,Buchsbaumholz,puxpaum holz,"Buchsbaum wird bei Drechslern, Tischlern und Bildhauern wegen seiner großen Härte und Dichte geschätzt. Verwendung findet es unter anderem bei der Herstellung von Musikinstrumenten, Möbeln und Besteck.",
1993,Zeug (reich),"reiche zeug, reichen zeug",,
1994,Handgranaten,hand granaten,,
1995,Fahrnis,fahrnus,"benennt die bewegliche, fahrende Ware.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Fahrni&szlig;</a>&quot;."
1996,"Rupfen, Zwillich",rupfen und zwilch,,
1997,"Bücher, Galanterie",biecher und galanteriae,,
1998,Kirchenleuchter (Messing),mössingerne kürchen leichter,,
1999,Schriftsachen,schrüfft sachn,,
2000,Pflaster (schwarz),schwarz pflaster,,
2001,Öl (schlecht),schlechtes öhl,,
2002,Fisch (geselcht),geselchter fisch,,
2003,Schinken (geselcht),geselchter schunkhen,,
2004,Deckhäute,"tökh heut, döckheitl, tach:heut, dach heit, döckheith","Die Bedeutung ist unklar. Es könnte sich um ""Dachhäute"" oder ""Deckhäute"" handeln. Die Mautgebühr ist z. T. unterschiedlich, die Schreibung ist allerdings völlig inkonsequent, weshalb nicht differenziert werden kann. Zu Dachhaut siehe z. B. https://books.google.at/books?id=JhFfAAAAcAAJ&pg=PA131&dq=Dachhaut+leder&hl=de&sa=X&ved=0ahUKEwiHxanM9M_iAhWiyKYKHZjgCWYQ6AEIKDAA#v=onepage&q=Dachhaut%20leder&f=false (Google-Suche ""Dachhaut"" + ""Leder"")

Die Bezeichnung ""Deckhäute"" wäre aus den KWNB bekannt, dort als quasi Verpackungsmaterial bei anderen Häuten (v.a. Juchten) häufig angegeben. Z.B. ""12 Rollen Juchten in vier Deckhäut"".",
2005,"Stierhäute, Terzenhäute","stier und terzheut, stiehr: und ternz heith",,
2006,Wurschet,wurschet,Tuchsorte,
2007,Macis,"macis, maxis, maccis, morcis, mazis","Muskatblüte: Samenmantel der Muskatnuss und hat ebenso wie diese selbst, einen leicht harzigen, bitteren Geschmack und wird daher als Gewürzmittel verwendet.","<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Muskatennu&szlig;</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Macis"">Macis</a>&quot;.</p>"
2008,Spargel,spörgl,Gemüse,"Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Spargel"">Spargel</a>&quot;."
2009,Kukumer,"kucumern, kukumern, gugumern, gurkhumern, cucumern, curcumen",Gurken oder Melonen.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;Gurke&quot;."
2010,Zwiebackbrot,zwibach prod,,
2011,Bücherware,büecher waar,,
2012,"Wein (Bleichert), Wein (Mosler)",bleichardt: und mosler wein,,
2013,Tabakröhrl,towack rehrl,,
2014,Feuerwerkssachen,feurwerckssachn,"sind Gegenstände und Subsanzen, die für das Ernst- (=militärische Artillerie) sowie das Lustfeuerwerk (=Lichtspiele zur Unterhaltung) benötigt werden.","<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;Feuerwerk&quot;; </p><p>http://books.google.at/books?id=EcOB_JfDDysC&amp;pg=PA24&amp;dq=feuerwerkssachen&amp;hl=de&amp;sa=X&amp;ei=yMLYU8nLOanMygOfsYHYAg&amp;ved=0CFMQ6AEwBg#v=onepage&amp;q=feuerwerkssachen&amp;f=false</p><p>&nbsp;</p>"
2015,Bürsten,biersten,,
2016,Futterbaye,fueder boy,,
2017,Landtuch (gemein),gmaine land tuech,,
2019,Asche (gemein),gmain aschen,,
2020,Nestlerware,"nestler waar, nöstl wohr","Nestel sind die Erzeugnisse der Nestler, also Lederschnüre und dünne Riemen.","Adelung, &quot;<a href=""http://lexika.digitale-sammlungen.de/adelung/lemma/bsb00009133_2_0_801"">Der Nestler</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Nestler"">Nestler</a>&quot;."
7439,"Barchent, Baye",barchet und bey,,
2021,Ölwerg,öhl werch,"Wahrscheinlich Bestandteil von Dochten für Öllampen. 
","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Docht</a>&quot;."
2022,Soie (aus Zypern),ciperer soyen,Seide.,"Heiden, Handw&ouml;rterbuch, 484, &quot;Soie&quot;. "
2023,Droguett (wollen),wollen troget,"Zeug, Stoff",
2024,Seidenware an Halstücheln,seüden waar an hals diechln,,
2025,Wasser (schmeckend),"schmeckets wasser, schmekhente wässer",,
2027,Schindeln (aus Lärche),lerch:pämer schindl,,
2028,Kupfergeschirr,"kupfergschirr, kupfer gsch.",,
5269,"Harrasware, Krämereiware, Seidenware","seiden, harras und crammerei waar",,
2030,Wachsbossierbilder,wax possirte bilder,,
2031,Silber (alt),altes silber,,
2032,Schildereien (alt),alte schildereyen,,
2033,Landkarten,"land karthen, landkharten, landtkarten",Landkarten.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;Landkarte&quot;."
2034,"Wein (Neckar), Wein (Rhein)",rhein und necker:wein,,
2035,"Wein (Burgunder), Wein (Champagner)",burgunder und champagne:wein,,
2036,Loden (weiß),weissen loden,,
2037,Rosenzucker,"roßen zukher, rosen zuckher, rossenzuckher, zukher rosat",,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Rosenzucker</a>&quot;. "
2039,"Lebzelten, Öl, Wachs","wax, lebzelten und öhl",,
2040,Seifenkugeln,saiffen kugl,,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Seifenkugel</a>&quot;. "
2041,Mehlware,mell:waar,,
2042,Messinggarn,mössing gahrn,,
2043,Flanell,flanell,"ein wollenes, nicht sehr hochwertiges Tuch.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Flanell</a>&quot;.<br />"
2044,Soldatenknöpfe,soldatn knöpff,,
2045,Hirsch,hiersch,,
2046,Bücher (jüdisch),jüddische büecher,,
2048,"Messware, Kirchenware",möss: oder kürchenwahr,,
2049,Seide (pur),"pureseiden
",Auflösung des Quellenbegriffs unsicher.,
2050,Buchdruckerei,buechtruckerey,,
2051,Decken (Augsburger),augsburger decken,,
2052,Tigerhäute,tiger:heut,,
2053,Weißgerberwolle,weißgärber wohl,,
2117,Haubenband (golden),goldene haubenpand,,
2055,"Schieneisen, Wagensohleisen",schin und wagensoll:eisen,,
2056,"Kerzen, Seifen",saiffen und körzen,,
2057,"Holzware, Krämereiware",holz und crammerei waar,,
2058,Gartenscherben,"gartten scherbm, gartten scherm, gartl schermb, gärtlschermb",Blumentopf,"Thadd&auml; Anselm Rirner, Handw&ouml;rterbuch der Deutschen Sprache (...), Bd. 2: L-Z (Sulzbach 1830), &quot;Scherben&quot;, 122."
5140,Tabak (türkisch),tyrkisch tawakh,,
5141,Proviantmehl,broviantmehl,,
5147,Saffianhäute,"saffianheute, savian heutl",,
5148,Bergerde,berg:erden ,,
5149,Betendraht,betten dratt,,
5150,Naderei (schwarz),schwarze naderej,,
5152,Tafelleuchter (Messing),mößßing-tafelleichter,,
5153,Hühner (indianisch),indianische hener,Truthennen/-hähne,
5154,Geld,geld,,
5671,Späne (eichen),aichene spähn,,
5156,"Federn, Röte",reth und federn,,
5157,Kleie,"klaimb, kleiben",Mahlrückstand (Getreide),
5158,"Krämerei, Wollware",crämmerei und wohlen ware,,
5159,Kitzfelle (roh),rauche küzfehle,,
5160,Pfandel (eisern),eiserne pfändl,,
2059,"Bodenladen, Staffel",poden laden und stäffl,,
2060,Feigenstauden,feigen stauden,,
2061,Kirchensachen,kürch sachen,,
2062,Drogerieware,draghereiwaar,"siehe ""Drogen"".",
2063,Taschenmesser,"daschen messer, daschen mösser, daschen mosser",Zusammenklappbares Messer,"<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Taschenmesser</a>&quot;. </p>"
2064,Stracchini,strachini,"""Stracchino"": lombardische Käsesorte.",
2065,Zellerladen,"zehler:laden, zehler, zeller ladten",,
2066,Strohhüte,"stroo hieth, strebene hieth",Aus Stroh geflochtene Hüte mit meist breiter Krempe.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Strohhut</a>&quot;. "
2067,"Bettzeug, Tischzeug",tisch und bett zeug,,
2068,Wachstuch,wax tuech,,
2069,Mennige (schlecht),schlechte menig,,
2070,Tripel,tripl,"Evtl. kieselhaltige, erdige Gesteinsart.","„tripel, m.“, Deutsches Wörterbuch von Jacob Grimm und Wilhelm Grimm, digitalisierte Fassung im Wörterbuchnetz des Trier Center for Digital Humanities, Version 01/23, <https://www.woerterbuchnetz.de/DWB?lemid=T11438>, abgerufen am 10.01.2023."
2071,Stoffe,"stoffe, estoff",Textilien,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Stoff</a>&quot;. "
8902,"Wein (Ofener, rot)",rothen ofner wein,,
2074,Dochtgarn (grob),grobs tacht gahrn,,
2075,Pechöl,bäch öhl ,"ist eine Art Öl, das durch Kochen aus Pech gewonnen und zu einer Arznei weiterverarbeitet wird. ","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pech&ouml;hl</a>&quot;."
2076,"Bockhäute, Geißenhäute",pock und gaisheit,,
2077,Haarlinset,"haar:linset, haar linsen, haar lins",Leinsamen (Samen des Flachs).,"<p>Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Leinsamen"">Leinsamen</a>&quot;; <a href=""http://books.google.at/books?id=g809AAAAcAAJ&amp;pg=PA166&amp;dq=haarlinse&amp;hl=de&amp;sa=X&amp;ei=jbXpU7qOJcS0O72TgPgN&amp;ved=0CFAQ6AEwCQ#v=onepage&amp;q=haarlinse&amp;f=false"">http://books.google.at/books?id=g809AAAAcAAJ&amp;pg=PA166&amp;dq=haarlinse&amp;hl=de&amp;sa=X&amp;ei=jbXpU7qOJcS0O72TgPgN&amp;ved=0CFAQ6AEwCQ#v=onepage&amp;q=haarlinse&amp;f=false</a></p><p>&nbsp;</p>"
2078,"Laden (aus Nussbaum, schlecht)",schlechte nußpämer laden,,
2079,Rupfen (gebleicht),geblaichte rupfn,,
2080,Kugeln (5pfündig),5pfündige kugln,,
2081,Kugeln (3pfündig),3pfündige kugln,,
2082,Pistolenpulver,bistolln:bulffer,,
2083,Würste (geräuchert),gerauchte würst,,
2084,Malz,malz,"Zum Bierbrauen verwendetes, geschrotetes Getreide.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Malz</a>&quot;. "
2085,Drador (mit Silber),drador mit silber,,
2086,Amboß,"anpas, ampas",,
2087,Felle (rot),rothe fehl,,
2088,Krämereiware (ganz schlecht),ganz schlechte crammerey waar,,
2089,Matratzen,maderazen,Unterlage in Betten.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Matratze</a>&quot;. "
2090,"Ganzpfundhäute, Halbpfundhäute","ganz und halbe pfundt:heut, ganz und halbpfund heut, halb und ganze pfundt heut",,
2091,Guge,guge,,
2092,Stöpfel,stöpfel,"Verschluss für Flaschen, Korken.",
2093,"Öl, Tartufoli",öhl und tartufoli,"Wahrscheinlich handelt es sich bei Tartufoli um Kartoffeln, möglicherweise auch um Trüffel.",
2094,Spiegelrahmen,spiegl:rammen,,
2095,Papier (weiß),weiss papier,,
2096,Flosseneisen,flossen eisen,"Eisenflosse
Roheisenstück, das in einem sogenannten Stuckofen hergestellt wurde und im Floßofen vollständig zum Schmelzen gebracht wurde, wodurch Gusseisen oder Floße entstand. Dieser verbrauchte weniger Kohle als der Stuckofen und konnte, wie beschrieben, schlackefreies, hochwertigeres Eisen produzieren.  
Ein gewonnener Eisenfladen wurde Flossen genannt. Durch dieses Stück Eisen bekam der Ofen den Namen Stuckofen.  Das Schmelzprodukt des Floßofens ist schlackenfreies Gusseisen, die sogenannte Floße. ",<p>http://books.google.at/books?id=eywVAAAAQAAJ&amp;pg=PA250&amp;dq=bodenst%C3%BCck&amp;hl=de&amp;sa=X&amp;ei=_TvGU73eI-eNywP234GABw&amp;ved=0CDwQ6AEwBg#v=snippet&amp;q=flo%C3%9Fofen&amp;f=false</p><p>&nbsp;http://books.google.at/books?id=lS87AAAAcAAJ&amp;pg=PA320&amp;dq=eisenflosse&amp;hl=de&amp;sa=X&amp;ei=hXDPU-LEFoPnywP294CQCw&amp;ved=0CB0Q6AEwAA#v=onepage&amp;q=eisenflosse&amp;f=false</p><p>&nbsp;</p>
9340,"Früchte, Kandiertes, Käse (Parmesan), Konfekt, Öl","fricht, condirts, confect, öhl und bormossan käß",,
2098,"Eisenware, Goldware, Silberware",eisn gold und silber waar,,
2099,Glas,glas,,
2100,Beten (gläsern),"glöserne petten, glas petten, glas betterl",,
2101,Soldatenbagage,soldaten bagage,,
2102,Pech,böch,"Baumharz, das zum Abdichten, sowie als Brenn- und Klebstoff verwendet wird.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pech</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Pech_(Stoff)"">Pech (Stoff)</a>&quot;. "
2103,Tüchel,tiechl,,
3890,"Laden (gemein, schlecht)",schlechte gmain laden,,
2105,Perlen (geschmolzen),gschmölzte berl,,
2106,Reisewagen (neu),neuer rais waagen,Wagen für die Reise.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Reisewagen</a>&quot;. "
2107,Kreuzer (unterschiedlich),underschiedliche kreuzer,,
2108,Schweinshaare,schwein haar,"Siehe ""Schweineborsten"". ",
2109,Frauenkraut,frauen krauth,"möglicherweise als Synonym zu Johanniskraut, einem Heilkraut, oder eine Art Gartenminze.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Frauenkraut</a>&quot;; wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Echtes_Johanniskraut"">Echtes Johanniskraut</a>&quot;."
2110,Bouteillen,"poutellien, boutellien",Flasche,"Duden, W&uuml;rterbuch, &quot;<a href=""http://www.duden.de/rechtschreibung/Bouteille"">Bouteille</a>&quot;. "
2111,Bergware,bergwaar,,
2112,Schlösser,schlösser,,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schlo&szlig;</a>&quot;. "
6391,Brot (Johannes-),johannes brott,,
2113,Garnituren,garniturn,"sind alle Arten von Verzierungen, z. B. auf Kleidern, auf Gefäßen, auf Möbeln, auf Waffen, etc. ","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Garnitur</a>&quot;."
2114,Makkaroninudeln,macaroni nudln,,
2115,Ochsenblasen,oxen plasen,Harnblasen des Ochsen,"<p>Deutsches W&ouml;rterbuch von Jakob und Wilhelm Grimm, &quot;<a href=""http://woerterbuchnetz.de/DWB/?sigle=DWB&amp;mode=Gliederung&amp;lemid=GO00679#XGO00679"">Ochsenblase</a>&quot;.</p>"
2116,Schwefel (roh),rochen schwebl,,
2118,Kinderware (Zinn),zihnerne kinderwahr,,
2119,"Krämerei, Öl (gemein)",gmains öhl und crammerei,,
2120,"Bodenladen, Laden (gemein)",poden und gmain laden,,
2121,Farbware (gemein),"gmaine farbwaar, ord. farbwaar, sappan oder gmaine farbwaar",,
