ladungId,bemerkung
87735,2 Spiegel im Wert von 26 Gulden.
221907,Der Passbrief umfasste insgesamt 45 Yhrn Wein und 3 Kisten Viktualien.
87747,Eigene Dinge des Kardinals aus Ungarn zurück.
87748,Der Passbrief umfasste insgesamt 30 Mut Knoppern.
211664,"Vorname Oppenheimers ergänzt. Der Passbrief umfasst insgesamt 8000 Zentner Mehl und 8000 Metzen Hafer. Da die diesmal transportierte Menge in Zentner angegeben ist, dürfte es sich um Mehl handeln."
81006,Gewicht: 1 1/2 Pfund.
81846,Gebühren berechnet.
86048,Gebühren z. T. berechnet.
87862,Von seiner Herrschaft Eschelberg und Rottenegg.
87922,Quelle: 2 Pfund 31 Lot Gold- und Silberknöpfe.
87932,Eine in Wien reparierte Kanzel.
88002,Zur Auspflasterung einer großen Kapelle und Kirche.
88049,Für die Dreifaltigkeitskirche.
220814,"Einheit ""Saum"" der Ware Papier ergänzt."
88148,Aus dem herrschaftlichen Getreidekasten in Aschach.
88203,Gebühr wie in Linz
88206,Über Hall weiter nach Bozen.
88235,"Halbseidenware: Quelle: ""halbseiden""."
220871,Gebühr z. T. berechnet.
88321,"""Leer an Bauholz""."
79474,Ausgangsort: Rannariedl.
88523,Maßeinheit Quelle: Zentner.
88726,Gesamtgewicht: 2 1/4 Zentner. Die Gebühr von 4 ß 15 d bezieht sich auf beide Ladungen zusammen. Die Aufteilung der Gebühr wurde geschätzt.
88926,"Seidenware mit ""etwas Silber""."
88928,"Seide ""nebst wenig"" gebranntem Wasser."
220963,"Kein Empfänger genannt. Quelle: ""zu kays. diensten""."
62842,Gebühr berechnet.
201526,"Nachname Quelle: ""Vothaller"" [?]"
93235,von Aschach aus
93379,"Zurückgehende Ware, halbe Gebühr."
93487,"Rücktransport der Ware aus dem vergangenen Linzer Markt, daher halbe Gebühr"
93492,Vom herrschaftlichen Getreidekasten in Aschach.
16855,Quelle: Exzellenz Grimaldi.
94236,"Transport von Wien aus. Offenbar zum Wiederaufbau der im Inneren zerstörten Pfarrkirche: http://www.haibach-donau.at/pfarre/: ""Kirchenführer""."
94415,Zum eigenen Tischtrunk.
94533,in Boutellin
94663,Jährliche Stiftung des Erzhauses Österreichs.
94874,Die Rupfen wurden in Aschach niedergelegt und gefärbt.
95367,Die Maut war bis zur Bewilligung der Mautbefreiung durch die Herrschaft Aschach zu leisten.
95529,Verkauf an einen Lederer nach Ottensheim.
95815,Die Rupfen wurden in Aschach gefärbt.
96268,In Aschach gesammelter Almosenwein.
96278,Für die nach Aschach ins Quartier kommenden Reiter.
96293,Transport von Innsbruck aus.
64496,"Bodenladen, Staffel: Quelle: 1 Pfund und 2 ß."
96592,Gewicht des Fisches: 16 Pfund.
96986,Von Salzburg nach Linz.
97501,Transport von Innsbruck nach Wien.
97586,Wein von der heurigen Lese in Niederösterreich.
97587,"anstatt 8 ""mittern"" Käse"
97634,Von der heurigen Lese in Niederösterreich.
97637,Dienstgeld
97651,Von der Herrschaft Rannariedl nach Linz.
97744,Der Passbrief umfasste insgesamt 134 Karabiner und 134 Paar Pistolen.
97746,Von der heurigen Lese in Niederösterreich.
67680,Gebühr berechnet.
98592,Von Zizlau aus nach Aschach.
98789,Für das Gut des Klosters Vornbach in Niederösterreich.
98959,Von der heurigen Lese in Niederösterreich.
98960,anstatt 4 große [Stück] Käse
98961,Von der heurigen Lese in Niederösterreich.
98962,anstatt 3 große [Stück] Käse
98963,Heuriger Wein.
98964,anstatt der 4 großen [Stück] Käse 3 Gulden und Freigeld 1 Gulden 4 Schilling
99116,Vom Kloster Engelszell
69541,Der Passbrief umfasste insgesamt 600 Ruderbäume.
99350,Zwei Passbriefe für insgesamt 200 Yhrn Wein.
99351,2 Passbriefe zu je 4 Kisten Viktualien.
99361,Von der heurigen Lese in Niederösterreich.
99399,Aus der Lese von 1724.
99400,anstatt 32 [Stück] kleiner Käse
99401,Vom Erzhaus Österreich jährlich gestifteter Wein.
19065,Lesung Personenname unsicher.
99785,2 Stück
100090,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
100240,1 Laib Käse
100315,Viktualien von den Güter Schmidlins in Böhmen.
100319,Im nächsten Jahr notwendige Kirchenkalendervon Passau nach Wien.
100941,"Familienname Quelle: ""Keyßer""."
100821,Gebühr berechnet.
100823,Gebühr berechnet.
100825,Gebühr berechnet.
100861,Der Passbrief umfasste insgesamt 200 Yhrn und 8 Kisten Viktualien.
100862,Der Passbrief umfasste insgesamt 200 Yhrn und 8 Kisten Viktualien.
100899,Gewicht: 1 1/2 Pfund.
101469,Transport über Regensburg nach Köln.
101492,Wein der diesjährigen Lese in Niederösterreich.
101493,Freigeld von beiden Hohenauen 
101630,"Die zwei Passbriefe zur Beschaffung der Stoffe zur Einkleidung der Stadtgarde [kay. statt und compagne livrere] im Umfang von insgesamt 30 Zentner Seidenware, Samt, Taffet und Damast. Transport über Bozen nach Wien."
101828,Fisch oder Salmen
101840,Aus dem hochfürstlich Passauischen Hofkeller.
101859,Gebühr z. T. berechnet.
101886,1 1/4 Zentner zurück gehende Betenware.
101906,2 Stück Leinwand im Wert von 80 Gulden.
101938,Wenig Bagage oder Hausrat.
87398,Bolus oder rote Erde
102067,Die Bücher wurden im Kloster Tegernsee aufgelegt oder gedruckt.
70901,"Nachname Quelle: ""Köndle""."
102261,9Gulden Maut bez.
92561,"Notiz Quelle:""dises leeder kombt hienach in underschiedlichen mauttzettln in empfang und ist obiges nuer eine attestation""."
93137,Gebühr errechnet.
101933,"Die Ware wurde bereits am 12.11. stromaufwärts vermautet, dann aber von einem Welser Bürger gekauft und zur Brandstatt geführt, weshalb nur die Hälfte der Gebühr fällig war."
73551,Transport von Aschach nach Wien.
102550,Gebühr berechnet.
205043,"Nachname Quelle: ""Semblrokh""."
101467,Der Wagen wurde vom Fürsten Liechtenstein nach Salzburg zum Abholen eines jungen Grafen von Oettingen geschickt.
89817,Gebühren errechnet.
189984,"Nachname Quelle: ""Maisser""."
103009,Rupfen gefärbt in Aschach
202690,Gebühr berechnet.
202689,"Nachname Quelle: ""Kinzler""."
103827,"Die Ware wurde bereits stromabwärts vermautet, daher war der Rücktransport gebührenfrei."
103871,Das Bier stammt aus der Herrschaft des Klosters in Landshaag.
103957,"Die Ware wurde bereits stromabwärts vermautet, so dass stromaufwärts nur noch ein Drittel der Gebühr fällig war."
104360,Weitertransport nach Frankfurt am Main.
104422,Zurück.
105111,Von Altenhof nach Linz.
105319,Die Eisenwaren kamen aus der zum Hochstift Freising gehörenden Herrschaft Waidhofen/Ybbs.
106295,"Quelle: ""Prinz Alexänder""."
106306,Wert der Schreibkästen: 40 fl.
105496,Zusammen mit Lebzelten vergebührt. Einzelgebühr nicht ermittelbar.
105464,Absender: Fürstabt von Kempten.
105463,Absender: Fürstabt von Kempten.
105478,Für einen Kirchenaltar.
105497,Zusammen mit Met vergebührt. Einzelgebühr nicht ermittelbar.
138736,"Einheit ""Pfund"" ergänzt."
138842,Der Passbrief umfasste insgesamt 90 Eimer Wein.
105566,Transportgut ergänzt.
105940,"Nachname Quelle: ""Wahlner""."
106353,In Aschach gefärbte Leinwand.
106362,Wein der vorjährigen Lese.
138194,"Nachname Quelle: ""Sayel""."
122713,"Nachname Quelle: ""Jeihtel""."
112166,auf 106 1/2 Pfund beschlagenes Gut
107290,Von der Passauer Herrschaft Marsbach.
107304,Von der Herrschaft Altenhof
107332,Zur Reparatur der eingestürzten Kirche.
74537,Gesamtgebühr beider Transportgüter 4 d.
54674,Tuch für 1 Kleid.
19908,"Da 1729 Stift St. Peter laut Aschacher Mautprotokolle keine Weinlieferungen erhielt, der Wein für Stift Berchtesgaden in diesem Jahr wie üblich von Thomas Tettenbacher transportiert wurde, ist davon auszugehen, dass es sich um einen Fehler im Rechnungsbuch handelt und „Berchtesgaden“ durch „St. Peter“ zu ersetzen ist."
102407,"Nachname Quelle: ""Nahmer""."
110986,"Zum Bau eines Hochaltars.
""St. Veit"" ergänzt."
111129,Herrschaftliches Bier aus Grub.
101128,Für den Neubau der Pfarrkirche Großschützen.
114356,Gewicht: 25 Pfund.
114360,Für die Armee in Serbien. Gebühr berechnet.
114361,Der Passbrief umfasste insgesamt 5000 Zentner Mehl. Gebühr berechnet.
114363,"""Laut Lieferschein"". Gebühr berechnet."
114364,Teil des Gesamtauftrags Oppenheimers über 20000 Zentner Mehl. Gebühr berechnet.
114365,"""Laut Lieferschein"". Gebühr berechnet."
114392,Aus dem Aschacher Ziegelstadel.
114428,vom Erzhaus Österreich jährlich gestiftet
114446,"Rest der 225 Mut Weizen, die am 21.4.1725 durchgeführt wurden. Aus Ungarisch Altenburg."
114488,Von der Lese des vorigen Jahres in Niederösterreich.
114501,Vom ksl. Tabakamt in Linz; mautfrei weil der Tabak schon donauabwärts vermautet wurde.
48498,Nachname Quelle: Fleischhacker.
114701,520 Metzen. Für die Sternbach'sche Lederfabrik in Tirol. Der Passbrief umfasste insgesamt 1000 Metzen Knoppern.
114738,Wein der vorjährigen Lese in Niederösterreich.
114740,Wein der vorjährigen Lese in Niederösterreich.
114797,Gebühr berechnet.
114971,Von der vorjährigen Lese in Niederösterreich.
115086,Zuordnung unsicher. Transportgut gehörte evtl. dem franz. Gesandten Richelieu.
50934,"Wahrscheinlich falsche Ladungsangabe. Richtig wohl: ""Baumwollware"""
90007,1 Goldring und Silberware.
115072,Der Passbrief umfassten insgesmat 250 Lägel Quecksilber. 33 Lägel wurden bereits geliefert. Lieferung über Steyr und Regensburg nach Holland.
115073,Der Passbrief umfasste insgesamt 147 Lägel Quecksilber. Transport über Steyr und Regensburg nach Holland.
115160,zur Auspflasterung ihrer Kirche
115251,Aus in der ksl. Jagd in der Grafschaft Kirchberg in Schwaben gefangener weißer Rehbock.
115611,Transport von Landshaag aus.
115680,Der Passbrief umfasste insgesamt 900 Karabiner und 900 Paar Pistolen.
115753,Für den Bau der Kirche.
115760,Vom Kloster Niedernburg in Passau zum Brauhaus in Landshaag.
115802,Von der Herrschaft Altenhof vom Getreideunterhaltungskontingent der Witwe.
115866,7 Pfund 19 Lot Seidenware mit Gold und Silber
115882,ganze Knoppern
115945,Für die Pflasterung der Kirche.
115946,"""Zu auspflasterung ihrer Kirch"""
115984,Der Stoff wurde in Aschach gefärbt.
263593,Gewicht der Globen: 1/2 Zentner.
116083,Wert der 12 Spiegel: 15 Gulden.
116191,Gebühr wie in Linz
116291,Weitertransport über Regensburg nach Köln.
116452,Gewicht: 4 Pfund.
116476,16 Ohm entsprechen 48 Eimer.
116525,In das Gut Schrattenbachs nach Brünn.
116700,Der Passbrief umfasste insgesamt 200 Flinten.
116822,1 Hirsch von der Herrschaft Rannariedl nach Linz.
116933,"Warenbezeichnung: ""Haar oder Flachs""."
116940,Für die Mautbeamten.
117226,Herkunft Quelle: Grafschaft Neuburg am Inn.
117255,Ein umgegossener Kirchenleuchter aus Messing.
117334,Gewicht der Monstranzen: 5 1/2 Pfund.
117372,Der Passbrief umfasste insgesamt 110 Eimer Rhein- und Moslerwein.
117400,Immediates ksl. Gut aus dem Temeswarer Banat.
117526,Zur Remontierung der ksl. Regimenter.
117479,Auf jeden Zentner neun Paar gerechnet.
117517,von der Herrschaft Marsbach aus
117556,"""Aigen in Bayern"" (Aigen am Inn?)"
118025,Der Passbrief umfasste insgesamt 53 Stück Tuch.
118122,"Es muss sich um das Frauenkloster Niedernburg in Passau handeln, da dieses das Brauhaus in Landshaag besaß. "
118169,Gesamt 2.100 Stück.
118367,Der Passbrief umfasste insgesamt 400 Zentner Kupfer.
118411,"Wein ""zum aignen trunk""."
118595,Zur Schifffahrtsnotdurft.
118757,4f 2ß gestrichen.
119098,Zuordnung der Person unsicher. Evtl. gehörte der Wein Karl Joseph von Palm.
119102,"""dem Hofmillner am Altenhoff"""
119104,"""40 St. Rupfen hinauf"""
119399,"""in die Statt Pfarrkürchn zu Crembs, zu einem altar"""
119402,Transportgut ergänzt.
119519,"Quelle: ""auf den Annäberg gehörig"". Die Kirche auf dem Annaberg bei Alkoven ist 1734 abgebrannt. ""Kirche Annaberg (Alkoven)"" als Empfängerin der Dachziegel (teilweise) ergänzt."
263716,Gebühr berechnet.
120734,"Nachname Quelle: ""Damer"" [?]"
120766,Der Wein wurde bei der Herrschaft Rannariedl gekauft.
120785,Von der Herrschaft Altenhof zum Verkauf nach Linz.
120969,Kein Schiffmeister oder Besitzer der transportierten Tiere angegeben.
122978,"Vorname Quelle: ""Johann Gottlob""."
123047,"Nachname Quelle: ""Bingbramler""."
123280,"""leer an Bauholz""."
123020,werden in Aschach gefärbt.
263874,Wein von der heurigen Lese in Niederösterreich.
123507,Jährliche Stiftung.
123786,"Die Ware ging zurück, weshalb nur ein Drittel der Mautgebühr fällig war. "
123787,"Die Ware ging zurück, weshalb nur ein Drittel der Mautgebühr fällig war."
123789,"Die Ware ging zurück, weshalb nur ein Drittel der Mautgebühr fällig war."
123815,"Zur Anfertigung eines Altars, der wieder nach Maria Taferl gebracht werden sollte."
123845,Gebühr Kupfer berechnet. Die Mengenangabe oder die Gebühr erscheint falsch.
123883,"Eintrag ist gestrichen, jedoch mit der Bezeichnung ""passiert frei"" versehen."
123928,Aus dem gräflichen Hofgarten in Aschach.
123970,"Menge Krämerei Quelle: ""2 2/"""
124110,Transportgut ergänzt.
124229,Diese Lieferung war für die Hochzeitsfeierlichkeiten von Erzherzogin Maria Josepha bestimmt.
124295,Der Passbrief lautete auf insgesamt 5000 Zentner Mehl. Gebühr berechnet.
124464,Von Aschach aus.
124861,Die Anzahl des Transportguts fehlt in der Quelle.
125158,Für den Bau der Bibliothek.
125036,Lesehof des Stiftes St. Florian.
125065,Für den Kirchen- und Klosterbau.
125087,"Quelle: ""für Ihro Dhrl. zu Pfalz etc."""
125159,Aus dem ksl. Tabakamt in Linz; die Gebühr wurde schon donauabwärts entrichtet.
125218,Der Passbrief umfasste insgesamt 36 Eimer Rheinwein.
125219,Der Passbrief umfasste insgesamt 250 Karabiner und 250 Paar Pistolen.
125295,Krämerei: Gebühr berechnet.
125344,Von Augsburg nach Wien.
125345,In der Jagd Burgau gefangen.
125367,3 1/2 Zentner im Wert von 60 Gulden auf Passbrief der Orientalischen Kompanie.
125381,"1 Zentner Bleiware im Wert von 10 Gulden;
1/2 Zentner Nürnberger Pflaster im Wert von 5 Gulden."
125461,Lesehof des Klosters St. Florian.
125529,Lesung Pfennig unsicher
125640,Gebühr der Uhr bei den Büchern inkludiert.
125663,Der Passbrief umfasste insgesamt 900 Karabiner und 900 Paar Pistolen.
125848,Laut ksl. Hofkamme Passbrief auf 70 Pfund Goldborten
125867,Gebühr berechnet.
125869,Für den Kirchenbau. Der Passbrief umfasste insgesamt 2000 Schuh.
126360,"Leinwand ""auf die blaich [Bleiche]""."
126372,Der Passbrief umfasste insgesamt 5000 Zentner Mehl oder Getreide. Lieferung an die ksl. Armee in Ungarn und die dortigen Proviantmagazine.
119563,Evtl. in Quelle falsche Person genannt. Statt Grindler: Johann Georg Gürtler?
126472,Briefe: Von Altenhof nach Linz.
126512,"Gebühr ""Seidenware mit Silber"" berechnet."
126526,Für das wundertätige Madonnenbild zu St. Thomas bei Brünn. Der Altar wurde in Augsburg hergestellt.
126531,"Mit ""saill und pier zur schiffahrts notturfft""."
126553,Der Passbrief umfasste insgesamt 6000 Zentner Proviantmehl.
126556,Der Passbrief umfasste insgesamt 5000 Zentner Mehl. Oppenheimer und die ungarischen Magazine ergeben sich aus der davor verzeichneten Schiffspassage (selbe Seite).
126573,Der Proviant wird von Hall aus weiter nach Italien transportiert.
126574,Der Passbrief umfasste insgesamt 250 Mut Weizen und Korn.
126614,Als Nachtrag bei dem nächsten Schiff vermerkt
126675,Aus dem Herrschaftskasten Aschach.
126765,"Empfänger nicht genannt. Wahrscheinlich die Bergwerke, evtl. auch die Armee in Italien."
126819,"Einheit Zentner bei ""Zinn (an Knöpfen)"" ergänzt."
126894,""" 1 stuckh saagen pr. 1 zentner 34 pfund"""
126959,Der Passbrief umfasste insgesamt 4000 Zentner Proviantmehl.
126980,In der Quelle keine Einheit angegeben.
126982,"""etwas von silber""."
127040,"Nachname Quelle: ""Erdtner""."
127083,"Nachname Quelle: ""Pinroth""."
127065,Ware unklar: Zitz?
127107,Von Landshaag nach Neuhaus.
127111,"""zu eigen gebrauch"""
127168,Der Linzer Kupferschmied siedelte sich in Aschach an.
127349,Die Rupfen wurden in Aschach gefärbt.
127387,Gebühr berechnet.
127452,Lesung Ware unsicher
127479,Der Passbrief belief sich auf insgesamt 500 Zentner Plattenkupfer. Weitertransport von Regensburg nach Köln.
127588,Zur Pflasterung der Kirche Großschützen.
136801,von seiner Herrschaft Bystriz in Böhmen
127922,Aus den Hofgärten in Aschach.
127977,"4 Frauenhalstüchel, 2 Paar Strümpfe."
127985,Der Passbrief umfasste insgesamt 1000 Zentner Garkupfer.
127991,Marmor für den Kirchenbau.
127999,Gesamtgewicht der beiden Pressen: 7 1/2 Zentner.
128015,Zu Bauzwecken.
128067,"""Zentner"" bei Indigo ergänzt."
128104,Der Passbrief belief sich auf insgesamt 20000 Metzen.
128287,Transport von Regensburg und weiter nach Nürnberg.
138486,Wein der heurigen Lese in Niederösterreich.
128393,"""Zentner"" bei der Ware ""Farbzeug"" ergänzt."
128482,"""Zentner"" bei ""Krapp"" ergänzt."
128520,"Einheit ""Zentner"" ergänzt."
128526,"Gebinde ""Fass"" ergänzt."
128545,"Vorname ""Christian"" ergänzt."
20945,Von Aschach aus.
209792,"Nachname Quelle: ""Pauchansky""."
128553,"Einheit ""Zentner"" bei ""Weihrauch"" ergänzt."
128555,"Vorname ""Christian"" ergänzt."
54573,Statt Kucumern Waren evtl. Curcuma.
46535,Statt Kucumern Waren evtl. Curcuma.
209886,"Name Quelle: ""le comte Reventlein""."
17558,Statt Kucumern Waren evtl. Curcuma.
9320,Statt Kucumern Waren evtl. Curcuma.
128678,Gebühr berechnet.
19834,"Gewicht in Quelle falsch mit ""Pfund"" angegeben."
128988,"Vorname ""Georg Bartholomäus"" ergänzt."
129087,"Einheit ""Pfund"" ergänzt."
138523,Latten: Gebühr berechnet.
129107,Aus dem herrschaftlichen Hofgarten in Aschach.
129219,Vom Bischof nach Wien gesandter Wein.
138484,Wein von der heurigen Lese.
129273,Ware: welßer Zeug?
138429,von Aschach aus
138428,von Aschach aus
129287,Ware: schneberger Ware?
129313,Menge ergänzt.
138427,Von Aschach aus.
129502,vom Passauer Stephan-Markt zum Linzer Bartholomäus-Markt
129503,vom Passauer Stephan-Markt zum Linzer Bartholomäus-Markt
129504,vom Passauer Stephan-Markt zum Linzer Bartholomäus-Markt
138426,von Aschach aus
129576,Aus dem Hofgarten in Aschach.
129621,Für die Einrichtung der Krankenbetten.
138397,auf herrschaftlichen Befehl frei passiert
129646,Zur Reparatur des eingefallenen Klosters.
129651,zum Bau des Gotteshauses
207695,"Quelle: ""seiden seiden wahr"". Wohl irrtümliche Dopplung."
143827,Gebühr berechnet.
130041,Der Passbrief umfasste insgesamt 1000 Zentner Kupfer. Am 26. Juli 1733 waren bereits 780 Zentner ausgeführt worden.
130074,Die Ware war bereits stromabwärts vermautet worden. Für den Rücktransport war nur die Hälfte der Gebühr fällig.
264008,Am Linzer Markt eingekaufte Hausnotdurften.
143905,Für die im Hl. Röm. Reich angeworbenen Rekruten.
130129,"Name: Christian Hecher?
"
130354,Wein von der vorjährigen Lese in Niederösterreich.
130361,1 Leuchter
130415,Heurige Ernte aus der Region um Schönering und Prambachkirchen.
130416,von dem Kloster vor die jährlich 2 Sack Hafer und 4 Diensthennen anheuer bezahlt
138395,Wein der heurigen Lese in Niederösterreich.
130524,Der Wein wurde vom Kloster Engelszell gekauft.
130610,Aus dem eigenen Forst der Starhembergischen Burg und Herrschaft Eferding.
130669,Laut Gesundheitspass aus Coburg in Sachsen.
